,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27
Japan_BFI_Prod_kt_lag21d,-0.059444804,0.058265388,-0.005071208,0.026010826,-0.026426835,0.0070464974,0.0129177375,0.00042679333,-0.013457416,0.009891024,0.017232535,0.0074069146,-0.015638229,0.02527524,0.0138098,0.026634507,-0.011074221,0.0046799113,0.012238983,0.015632594,0.011454808,0.036964364,-0.0048848977,-0.004057916,-0.026000569,0.008152611,-0.0023393247
Japan_BFI_Prod_kt_lag42d,-0.057718027,0.060668033,-0.0054249614,0.023651814,-0.0178483,0.009807889,0.020656269,0.008717251,-0.019525738,-0.0005189942,0.007331157,0.0013977746,-0.0073673353,0.03484846,0.018692307,-0.012654068,0.012535735,0.02538661,-0.024919508,-0.003961819,-0.010771586,-0.015666451,-0.013781647,0.003397615,-0.007988555,0.02023225,0.0024690954
Korea_BFI_Prod_kt_lag21d,-0.02749468,0.01044572,0.02531005,0.03494896,-0.04115925,-0.00043121117,0.00032522136,0.010381992,-0.056671117,0.046820898,0.05742641,-0.027333839,-0.054647405,0.13533092,0.04763731,0.0658014,0.041961633,-0.034570016,0.014504938,0.041124523,0.08270285,0.053048875,-0.057926476,-0.07427668,0.0016287003,-0.002986045,-0.026079701
Korea_BFI_Prod_kt_lag42d,-0.025921974,0.0154337855,0.025790423,0.03874104,-0.011570556,0.004465909,0.01820595,0.033904772,-0.049522858,0.0074055903,0.00142811,-0.08454027,0.016300607,0.13295591,0.06188934,-0.027609836,0.048411738,0.061995827,-0.04381095,0.048999052,0.025927434,-0.03774237,-0.023916448,0.01801229,-0.018367715,0.0704735,-0.04095408
CITIsteel_PMI_lag21d,-0.0018158678,-0.015382205,0.06483553,0.017606448,0.00041643527,-0.006020522,-0.026471818,-0.052979283,0.021294417,-0.04971624,0.03268195,-0.080351934,0.0030578398,-0.05699699,0.029907335,0.03802755,-0.0004192056,0.062010717,0.010400452,0.016718348,-0.08193785,0.0637038,0.17313084,0.070855916,0.061546415,-0.08440555,0.039739523
CITIsteel_PMI_lag42d,-0.0015471713,-0.01332354,0.051799316,0.050424572,-0.015804244,-0.026863731,-0.024727836,-0.047897786,0.01144614,-0.018791538,0.0020552976,-0.034775145,0.009174975,-0.010956263,0.023870237,0.07191233,-0.07633144,-0.06528511,-0.012658317,-0.059902027,-0.03903364,0.11051717,0.036995508,-0.079872794,0.13846713,-0.10932041,0.039005026
CITIsteel_Production_lag21d,-0.009710379,0.0039899647,0.061024237,0.015679043,0.0039493768,-0.008039643,-0.024211813,-0.048835937,0.024118636,-0.052544154,0.050017707,-0.06846066,0.012211352,-0.052326214,0.025164768,0.010019303,-0.005651752,0.088359565,0.012771457,0.022045072,-0.054736357,0.059814967,0.17752054,0.0855317,0.06594344,-0.07847825,0.0049072015
CITIsteel_Production_lag42d,-0.00851476,0.0048253373,0.045129534,0.04696262,-0.021378903,-0.027428322,-0.027155073,-0.045313794,0.019713216,-0.022409735,0.01769016,-0.023439478,0.011810928,-0.034502048,0.019088292,0.05822044,-0.08772623,-0.06257679,0.0076076863,-0.06444959,-0.029137805,0.12413898,0.05075951,-0.061948366,0.13624217,-0.082515016,0.021217532
CITIsteel_NewOrders_lag21d,0.0008314306,-0.033088148,0.0624877,0.014811773,0.004438328,-0.011251421,-0.040024195,-0.04042591,0.024942143,-0.043290604,0.023229074,-0.079230934,-0.00512356,-0.04286043,0.022065397,0.04589474,-0.009519365,0.04823643,0.0048337914,0.024776803,-0.0838269,0.039499972,0.14890838,0.043065384,0.071202256,-0.08935218,0.063576855
CITIsteel_NewOrders_lag42d,0.00029099578,-0.030360857,0.054953024,0.04273511,-0.00972193,-0.028211296,-0.03835057,-0.040468972,0.012184782,-0.0059080734,0.0024717795,-0.041309573,0.013029978,0.013271024,0.012995079,0.05617096,-0.06853135,-0.061757687,-0.021457577,-0.028558554,-0.044007048,0.09404786,0.040648367,-0.09659765,0.12599534,-0.11267787,0.044665713
CITIsteel_ExportOrders_lag21d,0.027315272,-0.014431315,0.018810386,-0.01959473,0.0019820007,-0.06459099,-0.07817782,-0.04642822,-0.053700574,0.014304297,-0.050235223,-0.035962995,0.041621752,-0.0054483763,0.109589756,0.01733397,-0.040547337,-0.050626513,0.009321083,0.012533349,0.004306728,0.10438918,-0.03481407,0.13711639,0.0037943556,-0.03201427,0.016537856
CITIsteel_ExportOrders_lag42d,0.028093835,-0.012103852,0.022341255,0.002901049,0.014339856,-0.06725652,-0.07355249,-0.026783375,-0.057779282,0.06513615,-0.11319149,-0.017592357,0.018297436,0.0014976086,0.021015963,0.024791388,-0.06769664,0.018471435,-0.011655742,0.034432396,-0.02350456,0.032665994,-0.078663625,0.0539345,0.052936085,-0.036169272,0.1004541
CITI_SteelProd_national_10mt_lag21d,-0.00612553,0.026211102,0.040442318,0.038503624,0.022214925,-0.03312698,-0.11259571,-0.062282957,0.059427973,0.024068294,0.042486675,0.10769278,0.025389634,-0.024665272,0.023239503,-0.056216497,0.011903901,0.016440338,-0.0095830895,0.007185795,-0.025144618,-0.02770042,0.017532596,-0.023291742,-0.028447086,0.028892782,0.019388013
CITI_SteelProd_national_10mt_lag42d,-0.004293296,0.025819525,0.026376944,0.06208055,-0.0030638624,-0.02356922,-0.1224718,-0.01776743,0.034351207,0.034805305,0.042992465,0.0893749,0.0110157775,-0.01984893,0.047496095,-0.06363345,0.07753241,-0.07546843,-0.0056046527,0.0012769978,-0.0094060255,0.012190654,0.0128586395,0.002699881,-0.033044275,0.030301994,0.043641023
CITI_SteelProd_key_Mtpd_lag21d,0.0089750085,0.013692303,0.06432511,0.014630318,0.016257683,-0.04338085,-0.08795069,-0.07283824,0.071635686,0.0065857354,0.02348759,0.09235122,0.036767256,-0.044473745,0.013107047,-0.03447507,-0.021245813,0.044368424,-0.019098813,-0.028472578,-0.028857438,-0.021244878,-0.03258489,-0.028955322,-0.008184456,0.04718318,0.021099301
CITI_SteelProd_key_Mtpd_lag42d,0.012830331,0.014168538,0.050664093,0.044633448,-0.009485561,-0.045585144,-0.10356542,-0.045226295,0.050281115,0.022257918,0.033681616,0.102921024,0.017037187,-0.036877047,0.048173036,-0.034865443,0.04380871,-0.051420808,-0.007831629,-0.04712862,0.0038279288,0.019653235,-0.014626997,0.002317344,-0.029853094,0.03902316,0.04848036
IronOre_Spot_CFR_NChina_USD_t_lag1d,0.0099922605,0.06574154,0.05488261,-0.03789175,-0.014119967,-0.07804824,-0.05649467,0.006602077,-0.0036511833,0.014641996,-0.027065234,-0.016474262,0.0016819417,0.026197648,0.012092663,-0.0059685,-0.0062174425,-0.008617192,0.022919722,0.026030138,-0.018675463,-0.019807104,0.01570443,-0.025988597,0.010245561,-0.011473984,-0.00015426286
IronOre_Spot_CFR_NChina_USD_t_lag5d,0.0120496405,0.066836394,0.0523633,-0.030897666,-0.012555412,-0.0784186,-0.053356823,-0.0006190964,0.0014313229,0.02731143,-0.013340676,-0.028489903,0.00963175,0.013874303,0.013905795,-0.001458845,-0.0046891063,-0.0037716965,0.029352263,0.029373812,-0.010272501,-0.047590237,0.0202046,-0.024621893,0.012003281,-0.005375956,-0.0037621788
IronOre_Spot_CFR_NChina_USD_t_lag21d,0.019002259,0.069687136,0.04282308,-0.0013593248,-0.0029481256,-0.071753435,-0.041201856,-0.012249824,0.009872136,0.059562843,0.011490885,-0.038855407,0.017497161,-0.001895967,0.014889489,-0.0035167371,-0.0063169044,-0.0034854726,0.01741572,0.012716536,-0.012683458,-0.021486003,0.022884972,-0.01826427,0.007617504,-0.015349411,0.0049591297
IronOre_Spot_CFR_NChina_USD_t_lag42d,0.02713041,0.07007676,0.027171787,0.029335646,-0.00155959,-0.04740012,-0.030098667,-0.0009676073,0.028940985,0.0772624,0.011245962,-0.035931237,-0.0072098277,-0.0069274846,0.023922024,-0.017678019,-0.0008136194,-0.023789251,0.014070561,-0.018588215,-0.013361594,0.050278984,-0.0122704245,0.017687129,-0.006525306,0.0005638391,0.014567007
CITI_IronOre_CFR62_USD_t_lag1d,0.079533175,-0.012590106,-0.00842643,-0.022431785,0.00024182834,-0.009403571,-0.004893642,0.03723523,0.009730619,0.032510262,0.0012538714,-0.007137419,-0.035558693,-0.012629112,-0.030108802,0.010226342,0.023975486,0.013589205,-0.009154872,-0.0015127971,0.012624097,-0.014275898,0.031065032,-0.06431888,0.012851578,0.032435626,-0.03703617
CITI_IronOre_CFR62_USD_t_lag5d,0.07932102,-0.013638659,-0.009739743,-0.022638556,-0.00012438517,-0.007507478,-0.0042417543,0.036628403,0.009795418,0.033543587,0.0056074113,-0.00774507,-0.03352431,-0.014366867,-0.026330061,0.011591802,0.025746882,0.013303606,-0.005870666,-0.0017078946,0.014256783,-0.013205725,0.02999164,-0.06558501,0.010890008,0.03154204,-0.039056435
CITI_IronOre_CFR62_USD_t_lag21d,0.07844134,-0.017552005,-0.0127098905,-0.022743989,0.0037714299,0.0011115965,0.0007215551,0.037146784,0.005142584,0.03403908,0.017604467,-0.0069648908,-0.026582245,-0.019184712,-0.016085656,0.022655385,0.026595507,0.0061687506,-0.0013655173,-0.0032759178,0.013047463,-0.0090129785,0.018989554,-0.059084963,0.002565908,0.029733943,-0.03783504
CITI_IronOre_CFR62_USD_t_lag42d,0.07705981,-0.022732276,-0.016992332,-0.021427654,0.008607909,0.00921574,0.006621682,0.038919166,0.0020044474,0.023920506,0.024957903,-0.011914527,-0.018130915,-0.02753202,-0.018128525,0.029799437,0.027286086,0.001651409,-0.016460894,-0.005768152,0.008849183,0.00015776214,-0.0028883033,-0.04098751,-0.0068310467,0.020444276,-0.020460745
CITI_IronOreSpot_MB_USD_t_lag1d,0.010153054,0.06355302,0.05644847,-0.03926034,-0.014926299,-0.078541435,-0.053310458,0.0016616036,-0.0013528824,0.013767455,-0.026338914,-0.018718489,0.007945241,0.024455626,0.010178198,-0.0013301066,-0.003547119,-0.010732717,0.023709893,0.03409619,-0.015850328,-0.037234712,0.017099004,-0.027064705,0.022026038,-0.0062380484,0.001568463
CITI_IronOreSpot_MB_USD_t_lag5d,0.01197158,0.064523295,0.053204462,-0.03182181,-0.013482742,-0.08330074,-0.05184128,-0.003772759,0.0011262597,0.018878512,-0.014474077,-0.028251039,0.01080381,0.015910571,0.008525866,0.0005500337,0.0010581575,-0.0010310506,0.029754965,0.03598954,-0.013044841,-0.045315035,0.02020143,-0.028414205,0.01657214,0.0011908044,0.0040233284
CITI_IronOreSpot_MB_USD_t_lag21d,0.01879254,0.067589045,0.04393207,-0.0017175787,-0.0024210794,-0.07430244,-0.03876337,-0.016017485,0.011250393,0.060717545,0.013231074,-0.038515296,0.026790647,-0.0035962956,0.015734674,-0.0009740497,-0.0062725847,-0.0026394017,0.0198681,0.014705658,-0.011220004,-0.036590587,0.03546624,-0.018616704,0.015372972,-0.01244974,0.0009848269
CITI_OreInv_ports_Mt_lag5d,0.055519108,-0.008569827,-0.006819359,-0.038105436,-0.036399905,-0.006718624,0.11562901,-0.0025284886,-0.007040022,-0.036043793,-0.0031020564,0.04184811,-0.010588304,-0.030457351,0.04526913,-0.030442674,-0.07898923,0.022958294,-0.02803739,0.07856401,0.020073917,0.011518025,-0.018948495,0.043320913,0.018779354,-0.007462392,0.04010018
CITI_OreInv_ports_Mt_lag10d,0.055541825,-0.008932883,-0.0064588725,-0.040402368,-0.029839922,-0.008474177,0.11522796,-0.0059280843,-0.004372745,-0.03808813,-0.012544896,0.04987904,-0.009423265,-0.033355284,0.050379,-0.025059044,-0.07665002,0.031365253,-0.032775603,0.08134637,0.019243864,0.008064188,-0.015087707,0.038815964,0.01708241,-0.004194246,0.04340477
CITI_OreInv_ports_Mt_lag21d,0.055661906,-0.009906749,-0.0080493055,-0.043375134,-0.02002442,-0.013106874,0.107787766,-0.0153691685,0.00924756,-0.043315433,-0.031430837,0.05963979,0.0013476567,-0.037072908,0.051378176,-0.011231298,-0.063119,0.05041154,-0.046087757,0.09469707,0.009470696,-0.006380322,-0.008063993,0.02569698,-0.00090447103,0.006981038,0.036271922
CITI_OreInv_ports_Mt_lag42d,0.055633996,-0.012315386,-0.01163912,-0.045835,-0.005554586,-0.018723734,0.08764926,-0.040267345,0.034338355,-0.03250301,-0.03690665,0.08356853,0.008331828,-0.03445378,0.0330358,0.015891952,-0.02981589,0.047802463,-0.039734825,0.09134705,-0.010350432,-0.015861662,0.023324648,0.011327579,-0.011426404,0.00929414,0.045322463
CITI_OreInv_AUS_Mt_lag5d,0.00656558,0.027106646,-0.03195808,-0.029993441,-0.024919309,-0.0031493152,0.13682789,-0.027223714,0.0011263007,-0.02877508,-0.0068948218,0.029310452,-0.088381,-0.022940287,0.032862175,-0.050354403,-0.10804375,0.05795078,-0.028652046,0.12315426,0.029840283,-0.018382495,0.028647065,0.0332472,-0.013216452,-0.041557126,0.031456184
CITI_OreInv_AUS_Mt_lag10d,0.007013833,0.026525572,-0.030801682,-0.03111097,-0.016617006,-0.0037759112,0.13708985,-0.028578332,0.0068148924,-0.031613525,-0.008833954,0.039275896,-0.08662204,-0.025402851,0.04196265,-0.044995245,-0.10644946,0.0670585,-0.040989123,0.12459731,0.033640206,-0.015839841,0.034870774,0.018812377,-0.008998754,-0.039037045,0.031688612
CITI_OreInv_AUS_Mt_lag21d,0.007898698,0.024508456,-0.033408713,-0.028887618,-0.005613493,-0.009836166,0.12964098,-0.033226177,0.029511565,-0.040904958,-0.012781172,0.048274573,-0.066437334,-0.030448724,0.046764992,-0.028934505,-0.089091964,0.085903816,-0.06504726,0.13511969,0.030302845,-0.021010026,0.04085465,-0.008829266,-0.02397325,-0.012848331,0.015076647
CITI_OreInv_BRA_Mt_lag5d,0.046324097,-0.036768425,0.028904319,-0.006243852,-0.03028905,-0.025475688,0.07256727,0.012783817,0.013576444,-0.030004643,-0.026323428,0.093807966,0.070455,-0.060146477,-0.033974566,0.01780642,0.117145784,-0.040508002,0.0017981876,-0.052237835,0.008751297,0.0095804185,-0.0049377005,-0.007493425,0.026833713,-0.03053825,-0.037465632
CITI_OreInv_BRA_Mt_lag10d,0.047089998,-0.036450308,0.028241454,-0.009325491,-0.028986935,-0.026202196,0.07202663,0.011337327,0.012078192,-0.028852291,-0.03170782,0.09366233,0.06929957,-0.05788533,-0.0318655,0.020012071,0.11569927,-0.038273342,0.0016113576,-0.050033916,0.0074139233,0.0029411183,-0.005086405,-0.004102966,0.02575858,-0.031922985,-0.033616334
CITI_OreInv_BRA_Mt_lag21d,0.049073737,-0.035634946,0.02668434,-0.016570225,-0.025730286,-0.028493479,0.06933989,0.006438947,0.010273844,-0.02719616,-0.042765725,0.09226591,0.06387057,-0.050385952,-0.03143878,0.02562209,0.112452365,-0.03430562,-0.00058732723,-0.041029748,0.0040236865,-0.007909535,-0.005403556,-0.0013354275,0.02079181,-0.0355377,-0.025929963
CITI_OreInv_days_mills_lag5d,-0.028143698,0.040304177,-0.012223564,0.000138702,-0.028571296,-0.008820433,0.06491629,-0.051279835,-0.05895961,-0.0063083703,-0.0056697195,-0.012298134,0.050986785,0.049622778,-0.043689266,-0.03554831,0.008841376,-0.040119916,0.01855203,-0.0049288594,-0.09056879,-0.041924484,0.011637665,-0.0078091584,-0.015903832,-0.035467662,0.015408018
CITI_OreInv_days_mills_lag10d,-0.027789403,0.040887613,-0.011629342,-0.0034275982,-0.02599833,-0.004150472,0.065621294,-0.053697545,-0.055521816,-0.001294049,-0.014605115,-0.0075991945,0.04005614,0.047184933,-0.029965864,-0.07049145,0.00041833127,-0.032448817,0.004582548,-0.006773637,-0.09676503,-0.0059040934,0.0139179705,-0.03049837,-0.013333167,-0.05816619,-0.0070517827
CITI_OreInv_days_mills_lag21d,-0.026824206,0.04176774,-0.014522359,0.0010496109,-0.006858863,-0.013127053,0.069477476,-0.046067685,-0.04018301,-0.014494592,-0.0207791,-0.020739326,0.020213401,0.0064079035,0.038709436,-0.08951508,0.0042964313,-0.0265808,0.017562917,0.00076950464,-0.013371159,0.016026648,0.013696148,-0.03796278,-0.0015453494,0.027154686,0.02576087
AUS_IronOre_Seaborne_Exports_Mt_SIN_lag21d,0.013952654,-0.018827535,0.010001447,-0.016654247,-0.05098033,0.051152863,-0.05585873,0.03719302,0.041095745,0.018875713,0.013642834,0.09087594,-0.009874642,0.023665734,-0.12569879,0.14571273,0.013179503,-0.08248517,0.062949546,0.069644466,0.020294003,-0.07912703,0.040493857,0.015563308,-0.11228687,-0.021276439,0.0313795
AUS_IronOre_Seaborne_Exports_Mt_SIN_lag42d,0.015272941,-0.017138548,0.020976711,-0.013046548,-0.021804538,0.014267281,-0.01173438,0.010208206,-0.07830885,0.0039782845,0.13428682,0.021085257,-0.052830704,0.041528653,-0.094691485,-0.09698295,0.1222519,0.031409185,-0.11237296,0.0031916378,-0.095973305,-0.106816255,-0.004039242,-0.022551373,0.06495053,-0.060358766,-0.005394113
AUS_IronOre_Seaborne_Exports_Mt_SIN_lag62d,0.014340452,-0.014141647,0.015710372,-3.558185e-05,-0.0005941539,0.008983535,-0.005526368,0.03452701,-0.058085334,-0.045489486,0.08056123,-0.069626145,0.040367793,-0.06746688,0.14005302,-0.08506699,0.044283014,-0.037088975,-0.011823187,0.05294596,0.18819943,0.08461871,0.086497575,-0.10299649,-0.0036571035,-0.034034576,-0.008778858
China_IronOre_Seaborne_Imports_Mt_SIN_lag21d,0.007212019,-0.038818743,0.049013417,0.0118330065,-0.03875531,0.022901956,-0.02522101,0.034581907,-0.021048767,-0.027320543,0.05874954,-0.0008474745,0.010336361,0.059118517,-0.07628605,0.011858001,-0.076999426,-0.07358884,-0.029637761,0.04788165,-0.07583871,0.058856975,0.0029921394,0.03870242,0.035666827,0.014681977,-0.012821942
China_IronOre_Seaborne_Imports_Mt_SIN_lag42d,0.0108574275,-0.032983582,0.050413962,-0.0055940878,-0.041449472,0.0003659256,-0.00836339,0.031759992,-0.029044686,-0.039632242,0.035709277,-0.050117932,0.025146404,0.014016625,0.018986484,-0.092501454,-0.0332135,0.0050708526,-0.061378114,0.06348034,-0.03679994,-0.018014964,0.0039673625,-0.00786224,0.10289785,0.1098504,0.011177135
China_IronOre_Seaborne_Imports_Mt_SIN_lag62d,0.011452182,-0.03040329,0.04114923,-0.02723545,-0.059970915,-0.044065863,-0.005035518,0.029040715,-0.011122369,-0.03222303,0.02190079,-0.048233747,0.053012937,-0.008492876,0.059304878,-0.018241297,-0.104659036,-0.04283453,0.037939418,0.021192309,-0.04103265,0.0719479,0.022927012,-0.09030712,0.0053591826,0.13300993,0.028593961
China_Coal_Seaborne_Imports_Mt_SIN_lag21d,0.033334788,-0.047010172,0.017393682,0.020591293,-0.022999076,0.009340207,0.012959584,0.025665134,-0.01839071,0.06008597,-0.03334466,-0.08945479,-0.04987903,0.048339184,-0.014786838,0.10902449,-0.039847806,0.04238932,-0.060181502,0.04159779,-0.0024048695,-0.008414186,0.009720002,0.02866142,-0.026707767,-0.062445313,0.024998158
China_Coal_Seaborne_Imports_Mt_SIN_lag42d,0.031957544,-0.048795953,0.023637712,0.011408552,-0.017092597,0.020970238,0.041365568,0.0041355817,-0.02051002,0.058381837,0.00010200108,-0.09110142,-0.049477767,0.06942551,-0.012593414,0.020910261,0.015506936,0.05854966,-0.04208432,0.00059838983,0.0082141375,0.026217297,0.022904232,0.024041906,0.0037830255,0.028344769,-0.0020668881
China_Steel_Seaborne_Exports_Mt_SIN_lag21d,0.04827177,-0.05476536,0.038343083,0.020337064,-0.014732988,-0.033257723,0.012484072,-0.013297429,0.039191075,0.033371452,-0.053443886,0.03270886,-0.012838656,0.050776493,-0.029303662,0.043200545,-0.0033867843,0.02191091,0.02202749,0.0027406544,-0.0021508026,-0.0004004143,-0.009013143,0.019324517,-0.0227808,-0.02086867,0.01907123
China_Steel_Seaborne_Exports_Mt_SIN_lag42d,0.047283392,-0.05539473,0.040878657,0.021795126,-0.019655352,-0.025137099,0.01379692,-0.0046301135,0.022643702,0.033971876,-0.031526383,0.017759612,-0.03664847,0.046054754,-0.014782264,-0.025886115,0.04325835,0.057279944,0.0035512934,-0.034823153,-0.0032729653,-0.06411688,0.023858577,0.015389189,0.004340119,-0.011200475,0.010595619
AUS_IronOre_Exports_Mt_CLRK_lag21d,0.013952654,-0.018827535,0.010001447,-0.016654247,-0.05098033,0.051152863,-0.05585873,0.03719302,0.041095745,0.018875713,0.013642834,0.09087594,-0.009874642,0.023665734,-0.12569879,0.14571273,0.013179503,-0.08248517,0.062949546,0.069644466,0.020294003,-0.07912703,0.040493857,0.015563308,-0.11228687,-0.021276439,0.0313795
AUS_IronOre_Exports_Mt_CLRK_lag42d,0.015272941,-0.017138548,0.020976711,-0.013046548,-0.021804538,0.014267281,-0.01173438,0.010208206,-0.07830885,0.0039782845,0.13428682,0.021085257,-0.052830704,0.041528653,-0.094691485,-0.09698295,0.1222519,0.031409185,-0.11237296,0.0031916378,-0.095973305,-0.106816255,-0.004039242,-0.022551373,0.06495053,-0.060358766,-0.005394113
AUS_IronOre_Exports_Mt_CLRK_lag62d,0.014340452,-0.014141647,0.015710372,-3.558185e-05,-0.0005941539,0.008983535,-0.005526368,0.03452701,-0.058085334,-0.045489486,0.08056123,-0.069626145,0.040367793,-0.06746688,0.14005302,-0.08506699,0.044283014,-0.037088975,-0.011823187,0.05294596,0.18819943,0.08461871,0.086497575,-0.10299649,-0.0036571035,-0.034034576,-0.008778858
Brazil_IronOre_Exports_Mt_CLRK_lag21d,0.020749412,-0.023810284,0.022628093,0.06680843,-0.05672584,0.040257677,-0.063605934,0.02905031,-0.032215748,0.018364016,0.07116701,0.04565931,0.035574313,0.022203123,0.0018160891,0.03333066,0.046147298,-0.06629561,-0.031336572,0.084421836,0.0058949357,-0.023334557,0.027526269,0.002495986,-0.000105046536,-0.05737137,0.004578144
Brazil_IronOre_Exports_Mt_CLRK_lag42d,0.01784178,-0.023101533,0.017866144,0.04879633,-0.05026876,0.042071406,-0.021835763,0.03958112,-0.09108725,0.015653348,0.06826077,-0.011155872,0.057221074,0.028137073,0.029494485,-0.042519953,0.086277105,-0.07561436,-0.057433154,0.08867466,-0.020239083,0.026891185,-0.011406113,0.072808646,0.065916434,0.08393303,-0.036484063
Brazil_IronOre_Exports_Mt_CLRK_lag62d,0.015523612,-0.021931231,0.010788464,0.021317394,-0.056106098,0.03190647,-0.00063780055,0.05498961,-0.10112267,-0.02000451,-0.005285401,-0.067756474,0.07625123,-0.002834629,0.06483413,-0.051361486,0.042622693,-0.031243127,0.037007388,0.08913443,0.0038966406,0.10302447,-0.017043816,0.0836541,0.035935763,0.07510585,0.015677048
China_IronOre_Imports_Mt_CLRK_lag21d,0.007212019,-0.038818743,0.049013417,0.0118330065,-0.03875531,0.022901956,-0.02522101,0.034581907,-0.021048767,-0.027320543,0.05874954,-0.0008474745,0.010336361,0.059118517,-0.07628605,0.011858001,-0.076999426,-0.07358884,-0.029637761,0.04788165,-0.07583871,0.058856975,0.0029921394,0.03870242,0.035666827,0.014681977,-0.012821942
China_IronOre_Imports_Mt_CLRK_lag42d,0.0108574275,-0.032983582,0.050413962,-0.0055940878,-0.041449472,0.0003659256,-0.00836339,0.031759992,-0.029044686,-0.039632242,0.035709277,-0.050117932,0.025146404,0.014016625,0.018986484,-0.092501454,-0.0332135,0.0050708526,-0.061378114,0.06348034,-0.03679994,-0.018014964,0.0039673625,-0.00786224,0.10289785,0.1098504,0.011177135
China_IronOre_Imports_Mt_CLRK_lag62d,0.011452182,-0.03040329,0.04114923,-0.02723545,-0.059970915,-0.044065863,-0.005035518,0.029040715,-0.011122369,-0.03222303,0.02190079,-0.048233747,0.053012937,-0.008492876,0.059304878,-0.018241297,-0.104659036,-0.04283453,0.037939418,0.021192309,-0.04103265,0.0719479,0.022927012,-0.09030712,0.0053591826,0.13300993,0.028593961
SKorea_IronOre_Imports_Mt_CLRK_lag21d,-0.012183979,0.01559367,0.004225255,0.010980036,-0.056472287,0.00870015,0.0037740858,-0.03179222,-0.055992775,0.0025284698,-0.015422969,0.04722075,-0.0014134897,0.06722861,-0.05058286,0.019584578,-0.006623779,-0.020820936,0.0649521,0.082741395,-0.06181532,0.038646813,-0.1074404,0.036701113,-0.011999381,0.012091456,0.02020976
SKorea_IronOre_Imports_Mt_CLRK_lag42d,-0.0127166575,0.015886117,0.0032636682,0.023360098,-0.022328395,-0.018014183,0.032642458,-0.007884413,-0.08228814,-0.006125008,-0.016124375,-0.0047584684,0.040956516,-0.0046884664,0.07740458,-0.055282366,0.028963853,0.06637684,-0.04672935,-0.016459594,-0.03994259,-0.11782362,0.054497015,0.03144064,0.026957761,-0.009044382,0.047358114
Japan_IronOre_Imports_Mt_CLRK_lag21d,-0.0059383926,0.0408619,-0.033277668,0.017987667,-0.029720997,-0.010952931,0.014454366,-0.03848238,-0.07932918,0.06397701,-0.0818585,0.03673182,-0.018805467,0.035106257,-0.01631407,0.073306896,0.052526448,0.0063529066,-0.026192384,0.03850295,-0.044537127,0.03796169,0.011715674,0.045999542,0.021978632,0.06981819,0.08879608
Japan_IronOre_Imports_Mt_CLRK_lag42d,-0.0059442017,0.041543454,-0.028770119,0.018733578,0.0054997043,0.014339405,0.03693652,-0.012366696,-0.07411589,0.04131783,-0.09486637,-0.008850999,0.0045026937,0.029820073,0.026573692,-0.032901745,0.09176149,0.08152347,0.005167627,-0.0050245905,-0.01104709,-0.028243553,-0.05858015,-0.055486307,-0.023389138,0.020133482,-0.0010522852
China_Steel_Exports_Mt_CLRK_lag21d,0.04827177,-0.05476536,0.038343083,0.020337064,-0.014732988,-0.033257723,0.012484072,-0.013297429,0.039191075,0.033371452,-0.053443886,0.03270886,-0.012838656,0.050776493,-0.029303662,0.043200545,-0.0033867843,0.02191091,0.02202749,0.0027406544,-0.0021508026,-0.0004004143,-0.009013143,0.019324517,-0.0227808,-0.02086867,0.01907123
China_Steel_Exports_Mt_CLRK_lag42d,0.047283392,-0.05539473,0.040878657,0.021795126,-0.019655352,-0.025137099,0.01379692,-0.0046301135,0.022643702,0.033971876,-0.031526383,0.017759612,-0.03664847,0.046054754,-0.014782264,-0.025886115,0.04325835,0.057279944,0.0035512934,-0.034823153,-0.0032729653,-0.06411688,0.023858577,0.015389189,0.004340119,-0.011200475,0.010595619
TF_AUS_CHN_IronOre_MT_lag1d,-0.04960392,-0.012893681,-0.0025851785,0.02455102,0.013887836,0.03818083,-0.029619975,0.0022934873,0.0040197936,-0.016664043,-0.017173715,0.0112601025,-0.034039125,0.0028897375,0.03479384,0.05613897,0.008125918,0.049087845,-0.009326601,0.0078085093,0.0118532125,0.024694342,-0.0014458029,-0.059829313,-0.040073324,0.06781317,-0.060103957
TF_AUS_CHN_IronOre_MT_lag5d,-0.04992685,-0.012420588,-0.00026025178,0.0204771,0.010288307,0.04088051,-0.031110192,0.0031745092,0.003274617,-0.01860382,-0.020827545,0.011266943,-0.026867272,0.010271593,0.024503468,0.06899496,0.015859118,0.029747969,-0.0113716265,0.0042904792,0.014159929,-0.00056620466,0.006542147,-0.052915007,-0.027365461,0.07159648,-0.013571384
TF_AUS_CHN_IronOre_MT_lag10d,-0.049975093,-0.012113061,0.0020010755,0.017119817,0.0042810393,0.042231523,-0.03205962,-0.00062957435,0.0057496284,-0.016739516,-0.017797811,0.0057060895,-0.017844513,0.013151248,0.012579908,0.075774334,0.028679408,0.004604843,-0.014219548,0.008515204,0.012400575,-0.03261344,0.0040958836,-0.04083265,-0.0014116232,0.071508326,0.009805317
