,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27
var_explained_%,19.543266,17.252096,8.236879,5.0463605,4.887689,3.2924824,3.0699801,2.6268396,2.216,1.8634198,1.5493801,1.3856822,1.0814021,1.064984,1.008242,0.89849585,0.84740955,0.7906572,0.75766814,0.7016893,0.6594883,0.5970311,0.57898694,0.5689222,0.54454726,0.511593,0.4630328
C5_FFA_C5_1MON,0.05394991,0.0554746,0.0118790185,0.059007253,0.028794343,0.025218584,0.01998652,-0.007944575,0.026218522,-0.01942863,-0.009829802,0.014426923,-0.034299124,0.043097883,-0.013261973,-0.025139732,-0.011546953,-0.031149304,-0.010820561,0.018513907,0.0069936546,-0.011042561,0.013323206,0.008211007,0.0149130635,0.02617706,-0.0047011483
C5_FFA_C5_2MON,0.056806505,0.05441235,0.0064968606,0.03809577,0.031007476,0.012966303,0.024765026,-0.038346972,0.03416719,-0.010089175,-0.012816175,0.016224034,-0.03670189,0.048795234,-0.0039876564,-0.025960328,-0.014924351,-0.033627667,-0.005239901,0.011975273,0.026493547,-0.027972797,0.017378705,-0.01913634,-0.0033581536,0.010682364,0.0056891134
C3_FFA_C3_1MON,0.061035916,0.043265276,0.0009057936,0.060790174,0.027979158,0.02604355,0.0121734375,-0.026993562,0.038244527,-0.02234027,-0.015101961,0.01621445,-0.033944003,0.050976086,-0.001296507,-0.02516614,-0.017987534,-0.04000112,-0.0015738297,0.00633925,0.012885112,-0.02299708,0.00031131905,-0.0073703546,-0.003310549,0.012764479,0.0060493536
C3_FFA_C3_2MON,0.06240903,0.040068552,-0.0016651229,0.045568258,0.029899329,0.015778733,0.017400868,-0.05057635,0.04321183,-0.011238845,-0.014353701,0.019414762,-0.0380381,0.057075094,0.0073939236,-0.028720492,-0.019276407,-0.043063585,0.0036530904,0.0011709165,0.029656706,-0.043636717,0.0054088235,-0.024177473,-0.011762837,0.0071286806,0.017620796
China_M2_bn_USD,0.071224846,-0.036826465,0.031247858,-0.026940031,-0.009502537,-0.032914806,0.018051924,0.02172073,0.030938929,0.0069400114,0.00838882,0.0071948455,0.009209907,-0.010237768,-0.009439358,0.022507712,0.010851022,-0.0018892747,-0.014487557,-0.011123583,0.004771428,0.005992988,-0.012420308,-0.023836816,0.004883167,0.0057658567,-0.0076527996
China_New_Loan_bn_CNY,-0.00043747126,0.005983369,-0.00028505383,-0.052930262,0.01753548,-0.03079363,0.026967304,-0.060562026,-0.004098543,0.046973664,0.0030185794,-0.05416658,0.035824597,0.050991897,-0.12784097,0.02594304,-0.060133457,-0.11524583,0.028787931,0.015461689,0.0033161743,0.12529501,-0.013721077,-0.07881539,-0.11440988,0.043484796,0.03389704
China_Property_Price_YoY,-0.063188255,0.05248409,-0.013249741,0.034628488,-0.0022751563,0.02220897,-0.0060706767,-0.025766384,-0.03450378,0.0014492627,-0.022675425,-0.015906861,-0.0121645145,0.017982898,0.00465473,0.01994505,0.0342376,-1.0714824e-05,0.025945703,-0.030830488,0.0029296768,0.004757937,0.0013445616,-0.01592969,0.0090288725,-0.011703916,-0.013705885
USD_Index_DXY,0.041834958,-0.057836544,-0.04940994,-0.020970942,0.04967282,0.020741018,-0.030365724,-0.013176898,-0.019159839,0.017811928,-0.010203432,-0.030418418,0.004700383,0.02866189,-0.0028140119,-0.034584146,-0.042329744,0.015742544,0.020580003,0.010967287,-0.009656651,-0.016146798,0.015707131,0.037497584,-0.015700227,0.004003965,-0.007431184
China_PMI_Official,-0.01218808,0.011324334,0.035018675,-0.014778966,0.0070299665,-0.015694728,-0.017234324,0.06147715,0.050211035,-0.019669306,-0.0060493215,0.02140996,0.022664739,0.04188335,0.049672525,0.021459676,0.0029142909,0.007839959,0.012447792,0.010364311,0.1294817,0.018006306,-0.03680897,0.115700975,0.14178607,0.1968232,-0.0026942838
China_IP_YoY_pct,-0.0051502655,0.013405833,0.05930399,-0.019844308,-0.020195113,-0.033122074,-0.021921268,0.03140311,0.0128465975,0.025055964,0.013626402,0.007824956,0.1593006,0.035849024,0.04230397,0.008830684,0.0166627,-0.01212706,-0.017538356,-0.020295376,0.0211432,0.030849326,-0.09517329,0.08537767,0.03482258,-0.0005532491,0.10880094
Japan_IP_YoY_pct,0.040066577,0.031219706,0.017062241,0.011637892,-0.042559046,-0.08180935,-0.02720564,-0.005583716,-0.048255816,0.03306428,-0.07214977,0.036278084,0.011156981,-0.051797573,-0.002326605,-0.0465524,-0.016010351,-0.026192818,0.024942549,0.00054761174,0.033976965,-0.018021151,0.034687698,0.06748676,0.009346025,0.013114873,-0.07269872
SouthKorea_IP_YoY_pct,0.015162337,0.030689418,0.028769452,0.033221375,-0.046098106,-0.06763319,0.037022408,0.0009859429,-0.014864974,-0.04875114,-0.034626774,-0.017108189,0.03988472,0.106940396,0.060398433,-0.037603762,-0.017674932,-0.032903846,0.034510083,0.008184305,-0.055066444,-0.056643285,0.114832744,-0.010116797,-0.06563051,0.002418773,-0.000773122
China_Steel_Prod_kt,-0.019018043,0.019996434,0.04289013,-0.035145145,0.04255328,-0.035359073,-0.0372147,-0.06114005,0.08718289,-0.031016462,-0.041954298,0.052132003,-0.0053244517,0.0007514357,0.020511948,0.020288825,-0.12769392,0.09341925,-0.018120479,-0.02666827,0.06784203,-0.07040728,-0.06895385,0.007658147,0.06417882,0.015796162,0.008669583
Japan_Steel_Prod_kt,0.008944283,0.061122503,-0.025168601,0.03506594,-0.034382466,-0.015457391,-0.0007337883,-0.043427706,-0.08495575,0.0055159773,-0.0816546,-0.019500224,0.022874655,-0.045861058,0.0702309,0.019653022,0.023703927,-0.00037314516,-0.050930865,-0.045247734,-0.030325444,-0.0014827568,-0.03163863,0.07210067,0.038877927,0.008861179,-0.032881256
SouthKorea_Steel_Prod_kt,-0.01836781,0.056524828,-0.008100554,0.022552999,-0.040102057,-0.0059195585,-0.043387264,-0.023613894,-0.033601668,-0.010089498,0.0023093545,0.015217601,-0.018930083,0.01779145,0.06519726,0.042041533,0.0049939984,0.032739412,-0.060792122,-0.05750737,0.033264138,-0.051128116,-0.013291823,0.0023708092,0.15129931,-0.010475559,0.0064791604
China_BFI_Prod_kt,-0.010272637,0.006516789,0.035153024,-0.03354207,0.053039234,-0.038636323,-0.056855734,-0.050339807,0.1148812,-0.016034154,-0.007237613,0.06347654,-0.019792514,-0.02588392,0.009952861,0.03938693,-0.10581658,0.082295835,-0.041392915,-0.044885505,0.037217323,-0.0741643,-0.064314656,-0.002819706,0.032842204,0.006198124,-0.007829976
Japan_BFI_Prod_kt,-0.060626518,0.05729775,-0.00211101,0.034048595,-0.022868484,0.0074666464,0.00791523,0.004251863,-0.0008584409,0.0003890145,0.0036354512,-0.007715508,-0.016103307,0.008776576,0.025260888,0.012888201,0.0035206398,0.03578663,-0.018054051,-0.012096673,-0.0077941427,-0.009511697,-0.009854361,0.03738172,0.015107041,-0.010654836,-0.017658466
Korea_BFI_Prod_kt,-0.026970804,0.008749444,0.022920266,0.050126914,-0.049997468,0.008579363,-0.03279572,0.017752223,-0.010667819,0.026576072,0.016827375,-0.012500698,-0.057922117,0.08334721,0.07295338,0.09443345,0.06811451,0.034494914,-0.06547133,-0.051411547,0.041106023,-0.07096575,-0.022204474,-0.010780673,0.07285862,-0.07402957,0.0013253423
Japan_Steel_ShipPlate_USD_t,0.054892126,0.049544796,-0.05074426,-0.03481399,0.018158771,0.013746073,-0.024402708,0.034113716,-0.021969542,0.025805704,0.010767539,0.0038465129,-0.020120597,-0.014938729,-0.017767254,0.0122197075,0.022079995,0.01639473,-0.0007214982,-0.023317346,0.019876694,0.001557031,-0.0029686398,-0.029586386,-0.007835871,0.009388458,-0.03631752
Korea_Steel_ShipPlate_USD_t,0.033502433,0.06842768,-0.02600438,-0.04398737,0.0057704574,-0.0038803348,-0.052318227,0.038064156,-0.02669904,0.017958747,0.0088969255,0.014223392,-0.040350467,-0.01967578,-0.003700088,0.033670582,0.028840344,0.020404523,-0.029292664,0.00796917,0.023206862,0.008618139,-0.007566262,-0.05843183,0.016772265,0.01633887,-0.041917123
IronOre_Spot_CFR_NChina_USD_t,0.009435813,0.06543157,0.05530423,-0.039421402,-0.014672531,-0.07827128,-0.057412524,0.008277612,-0.004879864,0.010857285,-0.030233677,-0.013786782,-0.0009006968,0.029012717,0.011043663,-0.0070979553,-0.005753004,-0.009541877,0.020997455,0.024628792,-0.019742109,-0.012611173,0.013978097,-0.025894247,0.009557305,-0.013022509,0.002842482
ThermalCoal_FOB_AUS_USD_t,0.05002669,0.017673986,-0.069424786,-0.0478433,0.04620578,0.010944088,-0.04391886,0.022105986,-0.0010043503,-0.0027217583,0.023412123,0.05822242,0.044896655,-0.04133615,-0.017905435,-0.07111017,0.008825948,-0.03016743,-0.0022428418,0.019723887,0.012125728,-0.025936678,0.00091078086,0.024162915,-0.022076162,-0.034608528,0.022727462
AUS_IronOre_Seaborne_Exports_Mt_SIN,0.015209316,-0.018099405,0.003596397,0.036950924,0.015611322,0.017758885,-0.041657787,0.108523026,0.07503217,-0.03455158,-0.06418239,0.07334888,-0.010033249,-0.06405084,0.08180711,-0.00024318782,0.0009341287,0.13491848,0.01789471,-0.049232148,0.05210575,-0.08026845,-0.014928789,-0.009220364,0.020417565,0.00413126,-0.042564947
China_IronOre_Seaborne_Imports_Mt_SIN,0.0069584106,-0.042043947,0.041660633,0.032184277,-0.023433162,0.035033986,-0.034437984,0.052108575,0.037314635,-0.036720183,0.08019519,-0.0392854,0.03193551,-0.0012478707,0.0066572013,0.042353526,-0.011859409,-0.004583904,0.044562053,0.0023892473,0.09436597,-0.059287023,0.035179473,0.121643424,0.019521572,-0.03209317,-0.07259829
China_Coal_Seaborne_Imports_Mt_SIN,0.036968023,-0.045271922,0.013536839,0.026606513,-0.020450735,-0.004481634,-0.00047815606,0.04568612,-0.0130382385,0.045316238,-0.025450628,-0.08882778,-0.083327115,0.0045860196,0.059441533,0.077359065,-0.032776807,0.07819504,0.020435082,0.0150550045,0.02730691,0.008034109,0.0016389958,0.038614005,-0.026194641,-0.060975105,0.015719539
China_Steel_Seaborne_Exports_Mt_SIN,0.049402915,-0.053959746,0.038481236,0.018552024,-0.0029116138,-0.04064444,0.019573446,-0.015004123,0.047526643,0.004759166,-0.06181372,0.004761142,0.0032584954,0.016476896,0.040084634,0.041792113,0.00090586895,0.013488301,-0.012526887,-0.028994834,0.014241821,-0.0024556492,-0.016405946,0.04757232,0.029276613,-0.00075328327,-0.0100494055
Cape_Deliveries_No_SIN,-0.054144282,0.025831498,0.00035385642,-0.005551301,-0.00030195582,0.014541261,0.010566683,-0.01269397,-0.014450738,-0.0027392146,-0.008605056,-0.03132949,0.02553422,-0.013287694,0.018650735,0.048337497,0.033520892,0.024805393,0.017595818,-0.010664359,0.06007355,-0.05674248,0.0017205162,0.0494508,0.026544547,0.09463186,0.022823377
Cape_Fleet_DWT_mn_SIN,0.07021376,-0.04457843,0.026645765,-0.02350466,-0.0043210667,-0.022267627,0.0028703965,0.028686509,0.023637807,0.008308622,0.01122293,-0.0026203375,0.0041941833,-0.0017187952,-0.008636459,0.014701486,0.00054659706,0.0012137343,-0.015705058,-0.008466646,-0.005125013,0.0013976949,-0.006027505,-0.018003134,-0.0052686813,0.016653176,-0.011488643
Cape_Fleet_Growth_YoY_pct,-0.051440116,0.058813404,-0.022821853,-0.007931284,0.005249653,0.013754343,0.015893964,0.021594312,0.028045133,-0.023525644,0.05269315,0.0063334457,-0.008100583,0.0684269,0.01941958,-0.017094983,-0.034695026,0.016698914,0.0130536975,0.016758468,-0.029470636,-0.03454076,-0.003806627,-0.03061645,-0.04373452,0.007031515,-0.0039923848
AUDUSD_SIN,0.010901608,-0.07622271,-0.027183246,0.016371004,0.03581499,0.0031188182,0.01860976,-0.007323004,0.007187192,0.038787685,-0.03921541,-0.038161624,-0.0077008116,0.02499238,0.0011523556,0.022855926,0.022720143,0.013098939,-0.0014641802,-0.021857688,-0.03902719,3.2236494e-05,0.061925825,-0.018268496,-0.0077573336,0.045504402,-0.06344697
EURUSD_SIN,-0.031495895,0.044360906,0.07200057,0.022190575,-0.05857789,-0.03035655,0.020579763,0.017823726,0.02648041,-0.01951276,0.014550838,0.029078329,-0.00468797,-0.033357095,0.0020166724,0.046622276,0.04538497,-0.02612845,-0.023134109,-0.015639614,0.011527859,0.01736697,-0.016302563,-0.03567457,0.014488298,0.013694719,0.01851238
CNYUSD_SIN,0.005852651,-0.08155272,0.006170193,0.03316316,0.028321967,0.024603797,-0.028350642,-0.031114306,-0.0017832996,0.013024901,-0.031031594,-0.038489558,-0.018582176,0.032109387,-0.010491677,0.0033006575,-0.0038321372,0.01021829,0.017701993,-0.017188393,-0.014786915,-0.012697477,0.03998554,0.015251747,-0.03276068,0.010860091,-0.030076804
China_PBOC_Rate_pct,-0.05373533,0.055091552,-0.04320629,0.022111956,0.007820663,0.030120831,-0.023556093,-0.02691158,-0.04696067,0.0055723693,-0.015533555,-0.018782375,-0.02449086,-0.0032901336,0.011556934,-0.0015751283,-0.035449732,-0.008025675,-0.0029016014,-0.005463489,0.019496739,-0.0026138632,-0.024709225,0.012572909,-0.0058913664,-0.013533413,0.015192961
China_SteelPlate_CNY_t,0.018017577,0.085396506,-0.0011307058,-0.017414952,-0.00045754103,-0.02230603,-0.008109441,0.027042422,0.00032431964,0.01569925,-0.0022764285,-0.018217172,-0.015909523,-0.011878793,-0.026820393,0.02799417,0.0045974134,0.029355956,-0.014253792,-0.0036448855,0.011870676,0.01904404,7.048794e-05,0.020707415,-0.007947169,0.0071393996,-0.022622613
China_SteelPlate_USD_t,0.014063275,0.08694635,-0.0012528508,-0.020744277,-0.008207141,-0.024139531,0.0032746573,0.029188715,0.00160393,0.009605322,0.0031300476,-0.0060564787,-0.009720235,-0.015893871,-0.018846774,0.021736715,0.007089476,0.02213874,-0.014205561,0.003014357,0.012282829,0.0196718,-0.0056838416,0.013355779,-0.0004299705,0.0033504402,-0.011281752
Brent_1M_USD_bbl_SIN,0.0737377,0.014580583,-0.030871266,-0.036295343,0.021315038,0.031740934,-0.029535372,-0.036979362,-0.035512134,-0.022037726,-0.0051043667,0.006237047,0.027505063,0.012457415,0.0061129583,-0.015064098,0.011257649,-0.0055965735,0.02225907,-0.011328066,0.018051418,-0.013727497,-0.012866258,0.005160462,-0.015798507,0.010549505,0.009059623
Cape_PortCongestion_pct_fleet,-0.014468766,0.062637284,-0.043219518,-0.032859612,0.0005907191,-0.006637446,0.06578806,-0.020263502,0.0032293727,-0.05579786,-0.035965763,0.0012521881,0.0036331073,-0.029872935,-0.03128856,0.02192742,-0.063252635,0.010500408,-0.036111917,-0.007080827,0.009451341,0.017434109,0.012842874,-0.03665412,0.0043132724,0.023367345,-0.06772726
Cape_PortCongestion_CHN_mDWT,-0.01785645,0.029184295,-0.0010453466,0.0077277995,-0.05655274,0.06317826,0.08878691,-0.0035104465,0.024463488,-0.093099795,0.07537515,0.026956754,0.027033383,-0.041759867,-0.05144541,0.05519607,-0.004773932,-0.0613821,-0.046853155,0.024565041,0.034019943,-0.060088843,0.0117800385,-0.03882314,0.004495914,-0.019681245,-0.026545376
China_IronOre_Prod_cum_10kt,0.009072361,-0.010074613,-0.016267013,0.028407214,-0.070417,0.06894486,-0.065937966,0.102709055,-0.059722435,-0.023282383,0.008413768,0.02732884,0.033074725,-0.017509943,0.013729262,0.05364367,0.022868175,0.011675612,0.02296172,0.10053314,-0.026871314,-0.07785321,0.05210078,0.064421594,0.06299482,0.004247274,0.02525967
Cape_Atlantic_at_sea_ballast,0.0406661,-0.05167414,0.036827464,0.0076553384,0.018530168,-0.029715836,0.008796491,-0.020347133,-0.014772006,0.033720568,0.058353703,-0.015149361,-0.06492674,0.01037687,0.023524607,-0.08257722,0.03667764,0.045266215,0.026533086,-0.016028078,0.0017258815,0.044148244,-0.032241844,-0.040363666,0.04806586,0.007941864,0.014934133
Cape_Atlantic_at_sea_laden,0.039597556,-0.060944013,0.037636824,0.034716405,0.00033512354,0.0011135489,0.004754461,0.023787143,0.016818836,-0.0025868225,-0.034566246,-0.011419462,0.013691909,0.0071922033,0.057313677,-0.01570963,-0.017458024,0.007082182,0.026460493,0.024337856,0.03345256,-0.016710192,0.0051515303,-0.0012872937,-0.07533339,-0.024177456,0.02862383
Cape_Indian_at_sea_ballast,0.033214808,-0.04489737,0.028282415,-0.009866531,-0.025146337,-0.02731352,0.00031427122,-0.031693645,0.023907345,0.055313326,0.059306778,0.001411361,-0.063122876,0.07610491,-0.054295883,-0.038428828,0.032566525,-0.012126199,0.01243694,-0.06067767,-0.057400167,0.030027097,-0.015457005,0.013027507,0.07259316,0.0046860725,0.05339967
Cape_Indian_at_sea_laden,0.04476523,-0.047396727,0.039265852,0.017933877,-0.012607205,-0.002753812,-0.030875703,0.025746778,0.029750906,-0.010088603,-0.03864336,0.009813488,0.027844384,0.006776393,-0.011555586,0.02608758,0.011889388,-0.026390402,-0.00105879,-0.020555642,0.0096153,-0.045657013,0.023488132,-0.023941208,-0.0111858435,0.025396174,0.01906335
Cape_Pacific_at_sea_ballast,0.046399713,-0.031577006,0.0063208807,-0.028262606,-0.00956204,-0.007008497,-0.02064114,-0.0029631257,0.029003184,0.03465557,0.053534333,0.008478763,-0.041266315,0.04544478,-0.074726716,0.08329041,0.052300747,-0.014857649,-0.046850566,-0.0016151568,-0.025709193,-0.0053618154,0.01009871,0.068346076,-0.038881462,-0.01668708,-0.07230716
Cape_Pacific_at_sea_laden,0.028606584,-0.038993575,0.0023559744,-0.008655327,-0.009852769,0.03502441,-0.042539958,0.0828992,-0.035372857,-0.02663238,-0.07254849,-0.023417266,0.0711118,-0.038102172,0.0563313,0.083810724,-0.025888858,-0.014046006,0.0058610137,0.016417818,0.0081851985,-0.07900923,-0.03259407,-0.0020544333,0.043020234,0.05173285,0.033229288
CITIsteel_PMI,-0.0063847443,-0.02031136,0.076520465,-0.02022704,0.012101116,0.015296121,-0.007291427,-0.024049427,0.013003619,-0.02694628,0.0039748377,-0.058658715,-0.012412728,-0.013459072,-0.060560256,-0.0061649084,0.04221245,0.09995657,0.022540724,0.14194569,-0.061868273,-0.042532943,0.027045088,0.0925295,-0.043704934,-0.031275056,-0.06772443
CITIsteel_Production,-0.015822228,-0.00049536355,0.071135156,-0.026138986,0.0101724155,0.013954608,-0.0060163606,-0.024720628,0.024996286,-0.02279642,0.018235,-0.045886602,-0.019112796,0.0031801139,-0.07035561,-0.015294015,0.0462454,0.11688634,0.023666844,0.146249,-0.0669469,-0.030454664,0.02437756,0.09964749,-0.034206323,-0.03404325,-0.052525345
CITIsteel_NewOrders,-0.0018562905,-0.03814362,0.07141057,-0.018311966,0.019445771,0.00846603,-0.020623546,-0.013299122,0.013725319,-0.03408076,-0.0039151027,-0.052672416,-0.026331292,-0.013482271,-0.042071395,0.0006341834,0.023601094,0.06702404,0.013435591,0.12593997,-0.043006383,-0.034986984,0.043711495,0.08771725,-0.04734807,-0.028824806,-0.04849863
CITIsteel_ExportOrders,0.0264749,-0.013303781,0.0305935,-0.03116836,-0.00024908743,-0.024094287,-0.07391519,-0.05360621,-0.0687076,-0.012361034,0.010192699,-0.034188956,0.079901546,-0.00036920217,0.086200766,-0.021432217,-0.0047869547,-0.002383631,-0.077552766,-0.02532151,-0.05346502,0.008554105,-0.048117705,0.12933818,-0.022672513,-0.05757462,-0.0049787173
CITI_IronOre_CFR62_USD_t,0.07957828,-0.012345175,-0.008072455,-0.022381132,0.0003661688,-0.009813604,-0.005024111,0.037435282,0.009585155,0.03220898,5.393357e-05,-0.0067297798,-0.036106724,-0.012188213,-0.030981231,0.009920627,0.023292655,0.013611205,-0.0099937245,-0.001692982,0.011910035,-0.013992773,0.031202227,-0.06390103,0.013030751,0.032559633,-0.036029354
CITI_ShanghaiCoke_CNY_t,-0.072826594,0.018727876,0.0010587728,0.028616866,0.003832834,0.01902406,-0.0077925976,-0.059443463,-0.014472553,-0.02958518,-0.021468006,-0.027182033,-0.03343863,0.038288936,0.0018409903,-0.013086081,0.0025215226,-0.008875035,0.051188778,0.024494585,-0.01734617,-0.05856006,0.063174255,-0.068026125,0.01915493,-0.016745709,-0.0073999516
CITI_CokingCoal_Shanxi_Liulin_#4,0.04812028,0.049454864,-0.04679086,-0.012376815,0.020172218,0.040002804,-0.012305564,0.05051028,-0.0057178317,0.014809867,0.03550067,-0.06964032,-0.011047938,-0.0047964235,-0.026538724,0.034931567,0.043088906,-0.018092489,-0.009285095,0.015523758,-0.028724756,0.02009085,0.02728378,-0.0077553,-0.021009523,0.022993403,0.008041985
CITI_SteelProd_national_10mt,-0.011410466,0.024798946,0.04666132,-0.0050043543,0.037929893,-0.051161595,-0.08445716,-0.08252346,0.0761812,-0.00961037,0.0196773,0.101764485,0.0064848703,-0.00044899384,0.007544256,-0.001758583,-0.05053261,0.056774434,0.009827278,0.031485688,0.017583879,-0.05260492,-0.02116945,-0.0018933018,0.0057235328,0.004164528,-0.021559486
CITI_SteelProd_key_Mtpd,0.0014705303,0.009517304,0.06841413,-0.029524427,0.03082053,-0.056678325,-0.053560615,-0.07098421,0.07365024,-0.0149973845,0.0070417286,0.08678065,0.019920727,-0.031873137,-0.006489976,0.019424895,-0.09710335,0.050120767,5.9665712e-05,0.004686579,0.007631225,-0.008511249,-0.046988707,0.001630799,0.043105006,0.028745461,0.007394541
CITI_Rebar_Shanghai_CNY_t,0.0168633,0.08652558,-0.005330936,-0.010974905,-0.00024210729,-0.016644066,-0.005920179,0.01789398,-0.010868594,0.014379683,-0.022830216,-0.020925917,-0.024833757,-0.005487773,-0.027762378,0.011598292,0.013124097,0.022668557,0.0039741467,0.016566973,0.009948518,0.017569859,0.01743358,0.018381104,-0.008414329,0.013156207,-0.02503753
CITI_PigIron_Steelhome_China_output_pi,0.012149859,-0.0036971366,0.03895095,-0.011627122,0.015968554,-0.03476861,-0.08960302,-0.065103605,0.071952716,0.024902696,0.016484989,0.072292075,0.010083836,-0.011593441,-0.038395137,0.051442817,-0.046920586,0.02296174,-0.0010544031,0.009748882,0.023790993,0.00082411506,0.00024254147,-0.027178437,-0.05157487,0.012915916,0.054633036
CITI_OreInv_ports_Mt,0.055555254,-0.008089787,-0.006829642,-0.035483558,-0.042214468,-0.0043110847,0.11570848,0.0011077378,-0.009145307,-0.034522735,0.0050836653,0.03259659,-0.009175514,-0.024824232,0.03664183,-0.0361883,-0.07925384,0.009315374,-0.023393756,0.077133186,0.020582644,0.013313816,-0.024021052,0.048282344,0.017223367,-0.0107709505,0.03736861
CITI_OreInv_AUS_Mt,0.006172205,0.027831597,-0.03276527,-0.028615462,-0.032351196,-0.001223564,0.1360744,-0.025031336,-0.0038252522,-0.026534827,-0.007225602,0.018532714,-0.087023444,-0.016512403,0.020829365,-0.055983044,-0.10789057,0.042749554,-0.017750116,0.120437294,0.027275328,-0.023613235,0.020169271,0.04799791,-0.021807011,-0.042732228,0.033962168
CITI_OreInv_BRA_Mt,0.04560588,-0.03700704,0.029773073,-0.0034765587,-0.031122932,-0.02427176,0.07321288,0.013542868,0.015172836,-0.030109374,-0.021380045,0.093304195,0.07193454,-0.06172815,-0.037257094,0.014613911,0.11872452,-0.043818988,0.0012545654,-0.0534651,0.009004544,0.014276094,-0.0045975647,-0.011098804,0.02836356,-0.029364457,-0.03998497
CITI_OreInv_days_mills,-0.028508935,0.03996843,-0.011709663,-0.00063844107,-0.033797264,-0.005862196,0.059060868,-0.042744543,-0.056465283,-0.017992599,-0.008532442,-0.018015526,0.05247513,0.044348963,-0.034887467,-0.009917179,0.01620227,-0.042586453,0.04191833,-0.008160898,-0.07926518,-0.0647019,0.0058665304,0.01184206,-0.0010860637,0.0034205306,0.01966911
CITI_AppConsump_Rebar_Mt,0.065213226,-0.052837122,0.031173045,-0.015048535,-0.007051717,-0.022492543,0.010965777,0.020264803,0.025053604,0.007098068,0.0015053551,0.00014137515,0.006624717,-0.006049864,-0.009808592,0.013944259,0.009516905,-0.0012778753,-0.010971334,-0.007844071,-0.0038232473,0.000667866,0.002249388,-0.014185888,0.002052481,0.012493107,-0.010626686
CITI_AppConsump_HRC_Mt,0.06521322,-0.052837115,0.031173032,-0.015048532,-0.0070517086,-0.022492534,0.010965781,0.020264793,0.025053613,0.0070980745,0.001505357,0.00014137433,0.006624729,-0.006049865,-0.009808604,0.013944261,0.009516909,-0.0012778735,-0.010971351,-0.007844066,-0.003823266,0.0006678737,0.0022494062,-0.0141859,0.0020524694,0.012493098,-0.010626689
CITI_AppConsump_Total_Mt,0.06521322,-0.052837115,0.031173036,-0.015048528,-0.007051713,-0.022492534,0.010965787,0.020264797,0.02505362,0.0070980713,0.0015053425,0.0001413806,0.00662473,-0.006049867,-0.009808601,0.013944262,0.009516911,-0.0012778684,-0.010971341,-0.007844071,-0.0038232552,0.0006678754,0.0022494015,-0.014185891,0.002052456,0.012493102,-0.010626689
CITI_IronOreSpot_MB_USD_t,0.009656328,0.06325639,0.057160754,-0.040706225,-0.015219857,-0.077252775,-0.05362092,0.003190682,-0.002113796,0.012714767,-0.028835453,-0.016266553,0.0078063025,0.025854085,0.011018517,-0.0021811975,-0.004945398,-0.012202326,0.022206238,0.032444775,-0.017038656,-0.034467354,0.016750587,-0.02687381,0.023101956,-0.008769997,0.0019052695
CITI_Rebar_Shanghai2_CNY_t,0.01579809,0.0855256,-0.0034891851,-0.015297365,-0.0046522133,-0.0067995093,-0.0053052767,0.038998198,-0.01960877,0.008387868,-0.011696292,-0.017622417,-0.009750838,-0.009873717,-0.021341473,0.018109433,0.016619906,0.007080418,-0.0065951413,0.021498943,-0.00037338698,0.030385597,-0.003926299,0.02883663,0.008312243,0.014924285,-0.011153737
CITI_Scrap_Turkey_USD_t,0.050536085,0.05517155,0.010708605,-0.06027002,-0.006327465,-0.031569287,0.0084281955,0.028042039,-0.013282158,-0.01968472,0.0006927692,-0.025005477,0.003911094,-0.025071455,0.02837449,0.035546534,-0.00013785393,0.022321872,-0.00030755397,0.029136483,-0.0006244499,0.0058273873,-0.007816519,-0.0173012,0.02291727,-0.027771272,0.02825757
CITI_Steel_SEA_USD_t,0.029014383,0.08102757,0.0081821345,-0.025148,-0.011172641,-0.03571137,0.0011475512,0.026952805,-0.005920664,0.0068485606,-0.011123342,-0.008345938,-0.019980848,-0.023973923,-0.0048481002,0.013858541,0.009854301,0.015149058,-0.0042322017,0.026109764,0.0044614933,0.009570323,0.020020856,0.008543378,-0.0023200817,0.0054851477,-0.008445516
CITI_Steel_US_USD_t,0.036576807,0.07015404,0.010799435,0.0045023854,-0.028427485,-0.03775753,0.020641414,0.048481688,0.008227012,0.042887196,-0.0051110047,-0.02457867,-0.011965846,-0.038753096,-0.01745333,0.06191164,0.024230318,0.026626375,0.0009495418,-0.032637376,-0.0027430716,0.037261315,-0.009334812,-0.008461751,0.01375345,0.0024826725,-0.032661274
CITI_China_Rebar12mm_CNY_t,0.019569414,0.08554636,0.0014866239,-0.01770432,0.0011259398,-0.01969793,-0.0094235465,0.025621356,-0.007060662,0.014389944,-0.01561655,-0.019144364,-0.02469879,-0.0096520465,-0.021916812,0.01303075,0.016942926,0.014654918,0.0020753804,0.015894128,0.008847016,0.020327589,0.012602129,0.02531955,-0.010569701,0.005364551,-0.019191481
CITI_China_HRC3mm_CNY_t,0.013254122,0.085867375,0.014794384,-0.019096792,-0.012006741,-0.021864315,-0.016421694,0.030308083,-0.008029117,0.011871045,-0.009516833,-0.023671899,-0.021227036,-0.015888687,-0.017383924,0.009049038,0.0012196782,0.009555285,-0.0075718914,0.010189719,0.003461494,0.02050585,0.013743451,0.01851059,-0.010204225,0.017551383,-0.009700554
