,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27
var_explained_%,19.543268,17.252087,8.236883,5.0463667,4.8876896,3.2924764,3.0699728,2.6268392,2.2160017,1.863417,1.5493804,1.3856813,1.0814036,1.0649853,1.0082438,0.8984965,0.84741014,0.79066056,0.7576684,0.70168877,0.6594894,0.5970179,0.5789845,0.5689259,0.544509,0.51163274,0.46304506
C5_FFA_C5_1MON,0.05395005,0.055474456,0.01187917,0.059007104,0.028794583,0.025218807,0.019986406,-0.007944366,0.026218293,-0.019428741,-0.009829702,0.014427017,-0.034298714,0.043099105,-0.013263928,-0.025139134,-0.011542518,-0.031139826,-0.010828245,-0.018513592,0.0069668004,-0.010964965,0.013370944,0.008223454,0.014987984,0.026342897,-0.0046080896
C5_FFA_C5_2MON,0.056806657,0.054412097,0.0064969305,0.038095534,0.031007603,0.01296663,0.024765087,-0.038346764,0.034167122,-0.010089319,-0.012816134,0.016223932,-0.03670266,0.04879703,-0.0039911726,-0.025963861,-0.014915399,-0.033629898,-0.0052532866,-0.01199866,0.026461322,-0.027726993,0.017508907,-0.019053707,-0.0029068068,0.010697376,0.005344056
C3_FFA_C3_1MON,0.061036095,0.043265063,0.0009058237,0.06078993,0.027979532,0.02604397,0.012173293,-0.026993312,0.03824427,-0.02234044,-0.0151019925,0.016214537,-0.033940617,0.050977312,-0.00129677,-0.025161745,-0.0179829,-0.04002026,-0.0015761965,-0.0063438355,0.01289822,-0.023024172,0.00024410246,-0.0071757017,-0.0033170523,0.012308715,0.0061024474
C3_FFA_C3_2MON,0.06240917,0.040068332,-0.0016650412,0.045568194,0.029899536,0.015779078,0.01740119,-0.050576348,0.04321161,-0.011238989,-0.014353754,0.019414885,-0.03803654,0.0570768,0.0073921042,-0.028722761,-0.019268867,-0.043086756,0.0036478117,-0.0011878622,0.029660698,-0.043457676,0.005454839,-0.02409544,-0.01143847,0.0068122954,0.01742439
China_M2_bn_USD,0.07122473,-0.036826786,0.031247865,-0.026940005,-0.009502641,-0.03291471,0.0180519,0.02172068,0.03093911,0.006939912,0.008388768,0.007194615,0.009208105,-0.010238485,-0.009438883,0.0224981,0.010847682,-0.001887094,-0.01450007,0.011075307,0.00476696,0.0061778617,-0.012332425,-0.02385758,0.0049082353,0.0060047065,-0.0069017634
China_New_Loan_bn_CNY,-0.0004374488,0.00598338,-0.00028509335,-0.052930184,0.017535169,-0.030793486,0.02696786,-0.060561907,-0.0040984116,0.046973806,0.0030179892,-0.054166608,0.035829373,0.05099365,-0.1278394,0.025985409,-0.060123857,-0.115292005,0.028765874,-0.015504955,0.0033982699,0.12498049,-0.014254273,-0.078420326,-0.11479136,0.04282831,0.032762557
China_Property_Price_YoY,-0.063187994,0.052484285,-0.013249691,0.034628518,-0.0022749812,0.022209022,-0.0060706264,-0.025766378,-0.034504026,0.0014493162,-0.022675358,-0.015906999,-0.012166502,0.017985344,0.0046530645,0.019951941,0.03424333,3.0124454e-06,0.025929075,0.030814338,0.0029034007,0.004907898,0.0013318453,-0.016078066,0.009427114,-0.011094499,-0.0144176595
USD_Index_DXY,0.041834764,-0.05783672,-0.04941002,-0.020971224,0.049672835,0.020740746,-0.030365732,-0.013177081,-0.019159826,0.017811986,-0.010203774,-0.030418396,0.0047043324,0.028662177,-0.0028110512,-0.034573928,-0.042338237,0.01574184,0.020593343,-0.010937431,-0.009628172,-0.016496213,0.015475062,0.037388027,-0.016252596,0.003974068,-0.007600029
China_PMI_Official,-0.012188034,0.011324401,0.035018623,-0.014778993,0.00702984,-0.015694972,-0.017234612,0.06147689,0.050211098,-0.019669715,-0.006049589,0.021411514,0.022684248,0.041877028,0.049669724,0.021467907,0.00294582,0.0076038395,0.012509845,-0.010170803,0.12964249,0.017146107,-0.03737358,0.11769411,0.1423351,0.1921499,-0.0065198024
China_IP_YoY_pct,-0.005150213,0.01340584,0.059303977,-0.019844167,-0.020195227,-0.03312228,-0.021921258,0.03140287,0.012846807,0.025055796,0.013625599,0.007826619,0.15932816,0.03584114,0.042306807,0.008899158,0.016693601,-0.012339634,-0.017428555,0.020643087,0.02139231,0.02869189,-0.09620809,0.08700894,0.033998948,-0.0051415116,0.10550367
Japan_IP_YoY_pct,0.04006678,0.031219587,0.017062254,0.011638272,-0.04255926,-0.08180949,-0.027205221,-0.005583997,-0.048255794,0.033064567,-0.07214988,0.036277857,0.0111544775,-0.051794942,-0.0023219928,-0.04652256,-0.016023612,-0.026133418,0.024912238,-0.00056273374,0.03394199,-0.01846664,0.03422884,0.06737569,0.008437842,0.013923625,-0.07237108
SouthKorea_IP_YoY_pct,0.0151624475,0.030689383,0.028769502,0.03322174,-0.046097986,-0.06763284,0.0370228,0.0009861576,-0.014865295,-0.048750915,-0.034626774,-0.017109005,0.039887715,0.10694007,0.060406547,-0.037601374,-0.017701095,-0.032815937,0.034476425,-0.008273994,-0.05506546,-0.056355305,0.11474199,-0.01103069,-0.06647921,0.0048949993,0.0019172522
China_Steel_Prod_kt,-0.019017957,0.01999648,0.042890057,-0.035145286,0.042553127,-0.035359234,-0.03721416,-0.061140392,0.087182626,-0.031016864,-0.041954186,0.052131627,-0.0053345594,0.00074912026,0.020503875,0.020262105,-0.12768528,0.09344647,-0.018181376,0.02663407,0.067664936,-0.069472626,-0.06843199,0.0073630465,0.06526061,0.01713697,0.009154446
Japan_Steel_Prod_kt,0.008944504,0.0611225,-0.025168533,0.03506616,-0.03438234,-0.015457188,-0.0007333886,-0.04342762,-0.0849559,0.00551622,-0.08165443,-0.019500166,0.022864789,-0.04585994,0.07022609,0.019653143,0.023707032,-0.00033260585,-0.050951846,0.04527444,-0.030415168,-0.0012619894,-0.03157518,0.0715646,0.039241605,0.010228064,-0.033300586
SouthKorea_Steel_Prod_kt,-0.018367609,0.05652495,-0.008100482,0.022553185,-0.040101897,-0.0059196167,-0.04338705,-0.023614177,-0.03360182,-0.010089353,0.0023096986,0.01521731,-0.018932786,0.017792698,0.06520076,0.042015377,0.004977901,0.032774087,-0.060784586,0.057377007,0.03326139,-0.051017866,-0.013106663,0.0021506923,0.15093124,-0.0098190615,0.008912217
China_BFI_Prod_kt,-0.0102726305,0.0065168147,0.035152923,-0.03354223,0.05303891,-0.038636655,-0.05685521,-0.050340403,0.114881046,-0.016034521,-0.0072373985,0.063475706,-0.019805977,-0.025884626,0.00994777,0.039349396,-0.105819896,0.08236339,-0.04144376,0.04480485,0.037043754,-0.07315438,-0.06367679,-0.0035966795,0.03367828,0.008061179,-0.006653345
Japan_BFI_Prod_kt,-0.060626276,0.057297938,-0.0021109844,0.034048732,-0.022868391,0.007466741,0.007915163,0.0042519206,-0.0008584364,0.00038906067,0.003635449,-0.007715755,-0.016105663,0.008778565,0.025262093,0.012882862,0.0035121802,0.035833403,-0.018045815,0.012059659,-0.007809944,-0.009471894,-0.009810294,0.037018273,0.01488268,-0.010056142,-0.017062338
Korea_BFI_Prod_kt,-0.026970798,0.00874956,0.022920335,0.05012707,-0.049997095,0.008579325,-0.032795873,0.01775206,-0.010667727,0.026576214,0.0168274,-0.012501423,-0.057921324,0.08335285,0.07296222,0.094416454,0.068079375,0.034603674,-0.06543289,0.051255655,0.04112857,-0.07111208,-0.022099338,-0.011588094,0.0715263,-0.07302918,0.0045026736
Japan_Steel_ShipPlate_USD_t,0.054892316,0.049544603,-0.050744265,-0.034814063,0.018158657,0.013745734,-0.024402985,0.03411357,-0.021969344,0.02580582,0.010767627,0.0038463979,-0.020123333,-0.014935561,-0.017767832,0.0122270435,0.022085814,0.016414085,-0.00073027506,0.023274796,0.01986713,0.0016404394,-0.0029290821,-0.029661283,-0.007559187,0.009642855,-0.03685886
Korea_Steel_ShipPlate_USD_t,0.03350253,0.06842749,-0.026004381,-0.04398738,0.0057703103,-0.0038808358,-0.05231836,0.038063824,-0.026698861,0.01795883,0.008896945,0.014223537,-0.040349513,-0.01967199,-0.003699432,0.03368617,0.028845413,0.020408424,-0.029279584,-0.007959206,0.023222467,0.008359145,-0.0076187127,-0.05825855,0.016685562,0.015891911,-0.042602308
IronOre_Spot_CFR_NChina_USD_t,0.009436021,0.0654316,0.055304177,-0.03942131,-0.014672807,-0.07827177,-0.05741221,0.008277099,-0.00487988,0.010857253,-0.03023379,-0.013786537,-0.00089734094,0.029011102,0.011043636,-0.0071066697,-0.005749776,-0.00957091,0.020996729,-0.024644163,-0.019730272,-0.012546615,0.014085051,-0.02548608,0.009732411,-0.013630865,0.003474668
ThermalCoal_FOB_AUS_USD_t,0.050026797,0.01767381,-0.06942478,-0.047843512,0.046205543,0.010943627,-0.043919023,0.022105712,-0.0010041826,-0.0027217595,0.023412421,0.058222428,0.044894885,-0.04134081,-0.017908102,-0.071117915,0.008829038,-0.03019165,-0.0022620629,-0.019693684,0.012101422,-0.025782473,0.0009811342,0.02433015,-0.02191795,-0.034657605,0.023202423
AUS_IronOre_Seaborne_Exports_Mt_SIN,0.01520926,-0.018099474,0.0035964095,0.03695079,0.015611511,0.017758496,-0.041658513,0.10852281,0.07503211,-0.034551997,-0.06418212,0.073349185,-0.010036186,-0.064052634,0.08180196,-0.00025312166,0.00094829185,0.13489495,0.017880062,0.04923931,0.052024152,-0.080048256,-0.014667256,-0.008401342,0.02105905,0.0026669477,-0.043455
China_IronOre_Seaborne_Imports_Mt_SIN,0.006958239,-0.042044017,0.04166062,0.032184243,-0.023432955,0.035033774,-0.034438495,0.05210837,0.037314802,-0.03672022,0.080195256,-0.039286435,0.03192912,-0.0012511642,0.0066553326,0.042328805,-0.011864507,-0.0045407913,0.04452454,-0.0024510128,0.09427031,-0.05857182,0.035367902,0.121279195,0.019861586,-0.030502774,-0.070492044
China_Coal_Seaborne_Imports_Mt_SIN,0.03696789,-0.045272045,0.013536835,0.026606617,-0.020450646,-0.0044816276,-0.00047836202,0.045686174,-0.013038208,0.045316312,-0.025451176,-0.08882671,-0.08332213,0.0045893257,0.059445545,0.07735901,-0.032794207,0.078148134,0.020475805,-0.014966312,0.027375566,0.007285426,0.0013872513,0.038785137,-0.026943453,-0.061870486,0.015837077
China_Steel_Seaborne_Exports_Mt_SIN,0.049402695,-0.05395998,0.03848122,0.018552095,-0.0029116336,-0.040644217,0.019573828,-0.015004085,0.04752649,0.004758798,-0.061813913,0.004761534,0.0032605303,0.016474083,0.04008366,0.04177623,0.00090420956,0.013450821,-0.012520273,0.029036252,0.014263062,-0.0024509083,-0.016404763,0.04771085,0.02929871,-0.0009859886,-0.009669495
Cape_Deliveries_No_SIN,-0.05414423,0.025831714,0.00035386454,-0.0055513307,-0.0003019582,0.014541331,0.010566734,-0.0126938475,-0.014450886,-0.0027393019,-0.008604952,-0.031329207,0.025530336,-0.01329385,0.01864822,0.0483129,0.03351497,0.024822913,0.01757748,0.01068276,0.05991752,-0.05632077,0.0022938477,0.049406666,0.0264757,0.09417973,0.02594922
Cape_Fleet_DWT_mn_SIN,0.07021358,-0.044578653,0.02664574,-0.023504624,-0.0043211877,-0.022267662,0.0028703003,0.028686399,0.023637902,0.008308534,0.011222852,-0.0026205296,0.0041927486,-0.0017189212,-0.008635313,0.014693606,0.00054183765,0.0012337415,-0.015710998,0.008415743,-0.005128952,0.0015512684,-0.005920995,-0.018147778,-0.0053307875,0.01695705,-0.010827453
Cape_Fleet_Growth_YoY_pct,-0.051439874,0.058813635,-0.022821836,-0.007931303,0.005249637,0.013754372,0.01589381,0.021594422,0.028045166,-0.02352547,0.052693263,0.006332286,-0.008104303,0.06843045,0.019423049,-0.017114079,-0.034710344,0.016793197,0.013059009,-0.016884815,-0.029480929,-0.034049533,-0.0035296993,-0.031750273,-0.043763965,0.008971816,-0.003135022
AUDUSD_SIN,0.010901313,-0.076222844,-0.027183268,0.016370876,0.03581501,0.003118881,0.018609807,-0.0073228697,0.007187246,0.03878765,-0.03921579,-0.038161654,-0.0077013816,0.024995374,0.0011545643,0.022860905,0.022710903,0.013136941,-0.0014499617,0.021836571,-0.03902141,-8.4794956e-05,0.061923955,-0.018701043,-0.007999205,0.0460259,-0.064236574
EURUSD_SIN,-0.031495776,0.04436106,0.07200061,0.022190843,-0.0585778,-0.030356327,0.020579776,0.017823718,0.026480403,-0.019512895,0.014551151,0.029078236,-0.004693631,-0.033357736,0.0020116991,0.046609305,0.04539645,-0.02613215,-0.023152325,0.015623287,0.011470938,0.017821051,-0.01598583,-0.035595052,0.015266374,0.013714768,0.018306762
CNYUSD_SIN,0.005852338,-0.081552796,0.0061702514,0.033162907,0.028322108,0.024603743,-0.028350562,-0.031114422,-0.0017834358,0.013024848,-0.031031799,-0.03848936,-0.018580534,0.032110136,-0.0104938615,0.0033092352,-0.0038256468,0.010207152,0.017699758,0.017240139,-0.014789601,-0.012747294,0.03993228,0.015260267,-0.03261394,0.010819335,-0.03093207
China_PBOC_Rate_pct,-0.05373509,0.055091772,-0.043206237,0.022111926,0.007820807,0.030120844,-0.023556042,-0.026911626,-0.046960726,0.005572511,-0.015533608,-0.01878199,-0.024490813,-0.0032885754,0.011553575,-0.0015591824,-0.035433844,-0.008061617,-0.0029088908,0.005529373,0.019483503,-0.0027248524,-0.024824647,0.012821655,-0.005487822,-0.013943382,0.014252129
China_SteelPlate_CNY_t,0.018017884,0.08539649,-0.0011307175,-0.017414918,-0.00045765506,-0.0223062,-0.008109485,0.027042309,0.00032441752,0.015699312,-0.002276455,-0.018217467,-0.015913786,-0.011877976,-0.026820613,0.027990552,0.0045890734,0.029399617,-0.01427164,0.0036178068,0.011825608,0.01924315,0.00011416126,0.020352015,-0.008003671,0.007934585,-0.022628026
China_SteelPlate_USD_t,0.014063686,0.08694639,-0.0012528553,-0.020744136,-0.008207237,-0.024139587,0.0032745777,0.029188704,0.0016040145,0.009605359,0.0031300355,-0.006056802,-0.009723854,-0.015893118,-0.018846154,0.02173258,0.0070805764,0.022179771,-0.01421667,-0.0030491343,0.012249407,0.019809894,-0.0056406744,0.013057766,-0.0005485966,0.0039810496,-0.011123366
Brent_1M_USD_bbl_SIN,0.07373777,0.014580331,-0.030871239,-0.036295414,0.021314953,0.031740714,-0.029535292,-0.03697945,-0.035512343,-0.02203763,-0.005104182,0.006236823,0.02750501,0.0124571975,0.0061142817,-0.015068705,0.011251989,-0.005573519,0.022276457,0.011326554,0.018059513,-0.013793022,-0.012831497,0.0048230374,-0.015983738,0.01080463,0.008706574
Cape_PortCongestion_pct_fleet,-0.014468499,0.062637314,-0.043219518,-0.03285951,0.0005905801,-0.006637123,0.06578821,-0.020263094,0.0032290102,-0.05579789,-0.03596595,0.001252778,0.0036390338,-0.029872986,-0.031280596,0.021937074,-0.06326678,0.010453774,-0.036101043,0.0070739044,0.009550459,0.016967978,0.012513473,-0.036380768,0.0036390172,0.022550866,-0.067157485
Cape_PortCongestion_CHN_mDWT,-0.017856363,0.029184418,-0.0010453366,0.0077279746,-0.056552626,0.06317883,0.08878659,-0.0035097874,0.024463244,-0.093100056,0.07537527,0.026957517,0.027042847,-0.04176597,-0.051442888,0.05519356,-0.004771537,-0.06149641,-0.046849657,-0.024484854,0.034084123,-0.060502503,0.011704688,-0.037871603,0.004308484,-0.021610782,-0.025580576
China_IronOre_Prod_cum_10kt,0.0090723215,-0.010074676,-0.016266946,0.028407386,-0.07041674,0.068944514,-0.06593902,0.10270891,-0.059722442,-0.023282116,0.008414154,0.02732908,0.033077396,-0.017513007,0.013731337,0.05363382,0.022855448,0.0116864685,0.02301093,-0.10046098,-0.026886867,-0.07831592,0.05220484,0.06437426,0.062393155,0.0038359738,0.025740417
Cape_Atlantic_at_sea_ballast,0.040665913,-0.051674306,0.036827445,0.007655286,0.01853013,-0.029715782,0.008796754,-0.020347157,-0.014771692,0.03372068,0.058353674,-0.015148935,-0.06492601,0.010375698,0.023519257,-0.082573965,0.0366842,0.04524637,0.026521027,0.016189171,0.0016334708,0.044260137,-0.032041002,-0.040327,0.048453555,0.00816879,0.014272827
Cape_Atlantic_at_sea_laden,0.039597347,-0.06094416,0.037636835,0.034716357,0.00033527656,0.0011136093,0.0047543165,0.023787169,0.016818743,-0.0025869089,-0.03456612,-0.011419724,0.01368955,0.007190252,0.057309527,-0.015727296,-0.017438361,0.0070483335,0.02640509,-0.024459744,0.033434484,-0.015988208,0.005368469,-0.00058506615,-0.07435564,-0.02448624,0.029560415
Cape_Indian_at_sea_ballast,0.033214655,-0.04489755,0.028282383,-0.009866407,-0.025146402,-0.0273134,0.00031456372,-0.03169376,0.023907738,0.055313375,0.059306994,0.0014104252,-0.06313107,0.07610891,-0.054301344,-0.038453575,0.032560177,-0.012007637,0.012458387,0.060656387,-0.057483297,0.03047639,-0.014979519,0.0116185285,0.072817214,0.0066960813,0.052539986
Cape_Indian_at_sea_laden,0.044765092,-0.04739698,0.039265834,0.017933907,-0.012607128,-0.0027539625,-0.030875871,0.02574656,0.029750772,-0.010088637,-0.038643464,0.0098126745,0.027841123,0.006780961,-0.0115453005,0.026089594,0.011860736,-0.026327232,-0.0010901017,0.020339202,0.009633014,-0.045492023,0.023226524,-0.024512459,-0.011798593,0.026899263,0.020449065
Cape_Pacific_at_sea_ballast,0.04639957,-0.031577226,0.006320831,-0.028262567,-0.009562156,-0.007008593,-0.020641102,-0.0029633392,0.029003479,0.034655366,0.05353389,0.008479072,-0.04125217,0.045446716,-0.07472522,0.08334364,0.052325778,-0.01494539,-0.046862464,0.0016545437,-0.02568765,-0.0062659644,0.009469367,0.07021557,-0.039227266,-0.019323226,-0.072180375
Cape_Pacific_at_sea_laden,0.028606452,-0.038993724,0.0023559637,-0.008655399,-0.009852704,0.035023987,-0.042540543,0.08289914,-0.03537314,-0.026632225,-0.07254805,-0.023418266,0.07109587,-0.03810177,0.056329936,0.083776236,-0.02589774,-0.013895828,0.005891577,-0.016516266,0.008150551,-0.078172594,-0.03204778,-0.003841721,0.04341946,0.053945437,0.0329874
CITIsteel_PMI,-0.006384819,-0.02031135,0.076520324,-0.020227196,0.012101033,0.015296028,-0.0072913677,-0.024049483,0.01300344,-0.026946435,0.0039747083,-0.058658537,-0.012417181,-0.013463268,-0.06056574,-0.0061915857,0.04220696,0.09991356,0.02246721,-0.14196426,-0.06194818,-0.042052574,0.027049685,0.09286802,-0.04334859,-0.030929903,-0.067142725
CITIsteel_Production,-0.01582225,-0.00049532915,0.0711351,-0.026139207,0.01017229,0.013954522,-0.0060162987,-0.02472069,0.024996158,-0.022796623,0.018234778,-0.045886073,-0.019109193,0.0031747392,-0.07035898,-0.015320662,0.046239007,0.11679518,0.02363896,-0.14621954,-0.066953726,-0.030524865,0.024258513,0.10049233,-0.034250647,-0.035066847,-0.052452713
CITIsteel_NewOrders,-0.001856403,-0.038143612,0.07141047,-0.018312102,0.019445676,0.008465823,-0.020623524,-0.013299229,0.013725104,-0.03408085,-0.0039151465,-0.05267257,-0.026337404,-0.013483756,-0.042073473,0.00061884284,0.023586296,0.06702062,0.013348781,-0.12598802,-0.04308443,-0.034469582,0.04355499,0.087634176,-0.04729429,-0.027635451,-0.04751252
CITIsteel_ExportOrders,0.02647482,-0.013303911,0.030593455,-0.031168347,-0.00024927576,-0.024094734,-0.07391475,-0.053606544,-0.068707526,-0.012360766,0.010192756,-0.03418911,0.07989888,-0.00037374304,0.08619289,-0.021412555,-0.004767386,-0.0024378286,-0.07766253,0.025362045,-0.053579982,0.008725335,-0.048407312,0.13021651,-0.022065472,-0.05744957,-0.0048946585
CITI_IronOre_CFR62_USD_t,0.079578295,-0.0123454705,-0.00807248,-0.022381132,0.00036607523,-0.009813754,-0.0050242757,0.037435222,0.00958533,0.032208983,5.3799085e-05,-0.00672974,-0.036106985,-0.012186008,-0.030980915,0.009925708,0.023293782,0.013623337,-0.009997711,0.0016680204,0.011898812,-0.014058312,0.03128163,-0.06372203,0.012984136,0.03229279,-0.036172275
CITI_ShanghaiCoke_CNY_t,-0.07282656,0.018728133,0.0010587991,0.028616788,0.0038329568,0.019024173,-0.007792319,-0.059443414,-0.014472868,-0.029585155,-0.021468008,-0.02718167,-0.033435512,0.03828954,0.0018369592,-0.013080671,0.0025377604,-0.0089215385,0.051185373,-0.024445813,-0.017346237,-0.058533523,0.06322215,-0.067556806,0.019675463,-0.017427681,-0.008494695
CITI_CokingCoal_Shanxi_Liulin_#4,0.048120476,0.0494547,-0.046790823,-0.012376971,0.020172255,0.040002584,-0.012306084,0.050510265,-0.005717651,0.014809862,0.035500653,-0.06964065,-0.011052736,-0.004797382,-0.026541425,0.034910616,0.043087646,-0.018074045,-0.009309139,-0.015589684,-0.028782606,0.020647433,0.027584348,-0.0077747195,-0.020574214,0.023372607,0.008555725
CITI_SteelProd_national_10mt,-0.011410362,0.024798976,0.046661228,-0.0050044865,0.037929766,-0.051161945,-0.084456325,-0.08252423,0.07618123,-0.00961058,0.019677294,0.10176427,0.006487329,-0.00044913797,0.007543665,-0.0017389357,-0.050525006,0.05676577,0.009819092,-0.03141723,0.017581884,-0.05275952,-0.021366548,-0.001987842,0.005643604,0.0043857256,-0.022303605
CITI_SteelProd_key_Mtpd,0.0014705713,0.009517305,0.068414085,-0.029524544,0.03082025,-0.056678664,-0.05356004,-0.07098482,0.07365037,-0.014997649,0.007041761,0.08678042,0.019918643,-0.03187446,-0.006493197,0.01944181,-0.09708606,0.050089058,2.2107506e-05,-0.0046435213,0.007592633,-0.008301683,-0.047167256,0.0017789003,0.0436636,0.028953426,0.006319947
CITI_Rebar_Shanghai_CNY_t,0.016863644,0.08652563,-0.0053309496,-0.010974885,-0.00024219084,-0.016644161,-0.005920197,0.017893925,-0.010868572,0.014379704,-0.022830239,-0.02092591,-0.024836125,-0.005487585,-0.027764514,0.011595496,0.013124667,0.022680735,0.0039610905,-0.016561328,0.009913972,0.017742759,0.017480273,0.018323509,-0.008247648,0.013425032,-0.025475131
CITI_PigIron_Steelhome_China_output_pi,0.012149836,-0.0036971944,0.038950916,-0.01162716,0.01596847,-0.03476909,-0.08960285,-0.06510445,0.0719529,0.024902372,0.01648489,0.07229179,0.010084646,-0.011596449,-0.038394988,0.051449604,-0.046923146,0.022981768,-0.0010672368,-0.00969268,0.023785792,0.0010911422,0.00019355705,-0.027376637,-0.051728025,0.013433045,0.054860137
CITI_OreInv_ports_Mt,0.055555183,-0.008090017,-0.006829665,-0.035483293,-0.04221464,-0.004310428,0.11570859,0.0011085131,-0.009145397,-0.034522634,0.005083855,0.032596886,-0.009175836,-0.024822889,0.036638174,-0.03617193,-0.07923414,0.00926549,-0.02338489,-0.07705742,0.020618953,0.013145322,-0.024249587,0.04855023,0.017729683,-0.011280712,0.035923682
CITI_OreInv_AUS_Mt,0.0061723087,0.027831597,-0.032765232,-0.028615229,-0.032351296,-0.0012227092,0.13607465,-0.025030468,-0.0038254147,-0.026534785,-0.0072255745,0.018533295,-0.087022096,-0.016508767,0.02082707,-0.055973947,-0.10787769,0.042705633,-0.017709138,-0.12033588,0.027329728,-0.023994217,0.02001871,0.04821249,-0.021678453,-0.04378672,0.032873433
CITI_OreInv_BRA_Mt,0.04560573,-0.03700721,0.029773058,-0.0034763792,-0.031122992,-0.024271313,0.073212914,0.013543206,0.015172771,-0.030109456,-0.021379424,0.093303666,0.071925335,-0.061730605,-0.03725916,0.014602101,0.11872573,-0.043784115,0.0012013251,0.053368848,0.008944483,0.014915795,-0.004468582,-0.011316852,0.02902667,-0.028072594,-0.039564155
CITI_OreInv_days_mills,-0.02850876,0.039968517,-0.0117096305,-0.0006382702,-0.03379716,-0.005861739,0.059061274,-0.042744186,-0.056465514,-0.017992413,-0.008532247,-0.018015858,0.052473243,0.044346962,-0.034890592,-0.009915256,0.016209614,-0.042567264,0.041901205,0.008142004,-0.079318434,-0.06438335,0.006000591,0.011770615,-0.00056841195,0.0032974114,0.019397663
CITI_AppConsump_Rebar_Mt,0.06521299,-0.05283744,0.031173013,-0.015048455,-0.0070517883,-0.022492545,0.010965803,0.020264752,0.025053672,0.0070979684,0.0015053033,0.00014130754,0.0066237133,-0.006050604,-0.009807952,0.013936858,0.009512892,-0.0012681102,-0.0109755425,0.007812763,-0.003827585,0.00078181963,0.00233865,-0.014239716,0.0020031785,0.012619717,-0.01011333
CITI_AppConsump_HRC_Mt,0.06521299,-0.05283744,0.031173013,-0.015048458,-0.00705178,-0.022492543,0.010965799,0.020264752,0.02505368,0.007097974,0.0015053016,0.00014131093,0.006623713,-0.006050597,-0.009807951,0.013936836,0.009512882,-0.0012680979,-0.010975566,0.007812766,-0.0038276056,0.00078181055,0.002338629,-0.014239728,0.0020031808,0.012619702,-0.010113318
CITI_AppConsump_Total_Mt,0.06521299,-0.05283744,0.031173013,-0.01504846,-0.007051784,-0.022492545,0.010965801,0.020264745,0.025053682,0.007097976,0.0015052971,0.00014131558,0.0066237175,-0.006050594,-0.009807945,0.013936836,0.0095129,-0.0012681003,-0.010975556,0.0078127505,-0.0038276082,0.0007818191,0.0023386339,-0.014239722,0.002003173,0.012619715,-0.010113316
CITI_IronOreSpot_MB_USD_t,0.009656568,0.06325644,0.05716055,-0.04070599,-0.01522011,-0.077253126,-0.053620473,0.0031902757,-0.0021138082,0.012714709,-0.028835637,-0.016266366,0.007810605,0.025852099,0.011018246,-0.002181736,-0.004940907,-0.012235642,0.022198679,-0.03244399,-0.017028924,-0.034550197,0.016740307,-0.026319982,0.023095874,-0.009532213,0.0022135656
CITI_Rebar_Shanghai2_CNY_t,0.015798297,0.08552557,-0.0034891728,-0.015297308,-0.0046522794,-0.0067996597,-0.0053054634,0.038998205,-0.019608708,0.008387935,-0.011696277,-0.017622383,-0.009752922,-0.009874602,-0.021342635,0.018103894,0.016615687,0.0070955423,-0.006604595,-0.02149141,-0.0004025783,0.030531973,-0.0038889893,0.028698754,0.008264084,0.015373316,-0.011000027
CITI_Scrap_Turkey_USD_t,0.050536264,0.055171378,0.010708507,-0.06026991,-0.0063277353,-0.03156947,0.008428236,0.028042117,-0.013282238,-0.01968465,0.00069283077,-0.025005655,0.0039069518,-0.02506966,0.028375147,0.035539113,-0.00013599794,0.02232237,-0.00032609198,-0.029214073,-0.0006373273,0.005974275,-0.0077530546,-0.01725399,0.023263656,-0.027246293,0.029152183
CITI_Steel_SEA_USD_t,0.029014561,0.08102745,0.008182113,-0.025147915,-0.0111727845,-0.0357115,0.00114757,0.026952712,-0.005920619,0.006848584,-0.011123274,-0.008346212,-0.019985614,-0.023972794,-0.0048476257,0.013848108,0.0098454505,0.015194247,-0.004247664,-0.026172569,0.0044168406,0.009816412,0.020148534,0.008310006,-0.0023379682,0.006170426,-0.008021432
CITI_Steel_US_USD_t,0.036577027,0.07015395,0.010799448,0.004502637,-0.028427524,-0.037757464,0.020641237,0.048481695,0.008227221,0.042887066,-0.005111141,-0.024578715,-0.011968373,-0.03875232,-0.017450536,0.061907075,0.024223102,0.026646312,0.00094122,0.03257975,-0.0027321894,0.03738547,-0.009314946,-0.008606157,0.0136376405,0.0030132197,-0.03158337
CITI_China_Rebar12mm_CNY_t,0.019569665,0.08554638,0.0014866206,-0.01770425,0.0011258352,-0.019698095,-0.009423616,0.025621288,-0.0070605935,0.014389968,-0.015616554,-0.019144414,-0.024702106,-0.0096517475,-0.021919798,0.013026114,0.016945418,0.014667477,0.0020611722,-0.0158901,0.008809213,0.020577932,0.01268285,0.025222844,-0.010274258,0.0057927105,-0.019618046
CITI_China_HRC3mm_CNY_t,0.013254373,0.08586722,0.014794335,-0.019096652,-0.01200684,-0.021864496,-0.016421797,0.030307995,-0.008029069,0.011871084,-0.009516828,-0.023672014,-0.021231152,-0.01588848,-0.01738539,0.00903944,0.001215353,0.009583946,-0.0075829094,-0.010208269,0.0034156272,0.020766683,0.013881433,0.018317772,-0.0101054115,0.018059725,-0.009739851
